layer1,layer2,layer3,layer4
49.75909028,43.054195296019316,50.60946448147297,173.61879113316536
46.013183233,34.50117737054825,34.903248340357095,273.8046316727996
45.138563528,31.346199933439493,42.106573071330786,327.33756536245346
43.742336829200006,24.520433455705643,34.024562016129494,323.3922752439976
42.053706871500005,23.645385889336467,26.317568860948086,249.03562599420547
43.40744125999998,33.541825115680695,23.189060136675835,186.5563562437892
38.986021162,31.7596083432436,25.66793042840436,131.50785610079765
37.590968048,26.92386208474636,25.16404532454908,266.2966352403164
40.6154626266,32.90738741122186,21.50189602933824,426.99965100735426
42.54198403999998,32.995861447416246,24.582238662056625,492.46867993474007
38.405821178,29.149637093767524,31.207138027995825,500.10613860189915
39.39663775150001,23.901864111423492,35.060711834579706,475.82713508605957
42.10330417699999,29.507320187985897,48.825162660330534,405.4911809414625
41.739115033999994,27.242779165506363,45.10131032578647,272.1306747049093
45.10012174299999,33.95292799919844,34.817030707374215,379.91922714561224
46.599605165999996,30.680436484515667,19.20870542898774,621.0557295233011
39.14188733900001,28.353047305718064,23.39080914668739,746.881431736052
40.70068942740001,27.130795426666737,18.366103410720825,713.2528300359845
47.306539451,25.85365019366145,18.009073942899704,683.4300531074405
39.83667254786001,26.061738945543766,19.681068026460707,533.3341129422188
37.71660189600001,25.853730659931898,22.2846997436136,374.0549510791898
38.935157077999996,26.42048989981413,21.914267051964995,431.9718030691147
45.264722951,27.857216887176037,18.942954859230667,744.0816001221538
41.63873412499999,31.6215096488595,15.285428983625025,907.0240555256605
40.818316074,27.033269729465246,15.778241226449609,885.0923066139221
40.735351089,36.81952966749668,19.108826205134392,846.6564574986696
40.39854404239999,43.15547250956297,22.755650093778968,638.1542654633522
43.00241792999999,43.39801714941859,23.0790250916034,455.9159556180239
39.553815192,29.750857666134834,38.99751525558531,370.728748716414
42.745925034,28.186817780137062,21.790798844769597,696.3704584240913
37.84438110099999,21.82989565655589,27.501431234180927,851.347493223846
41.293756548,21.463711521588266,24.04688511788845,878.4409711658955
37.2181701426,17.596318965777755,30.515740645118058,780.4257271140814
38.695659520999996,25.588483333587646,34.852140821516514,533.5082294270396
39.392930506999996,27.101593732833862,33.42724512144923,358.53491996228695
34.812900734,24.253018222749233,33.14592170715332,255.22052110731602
36.35412965599999,21.983902730047703,29.932071585208178,521.8071743249893
37.07893891299998,17.087790247052908,29.257097706198692,591.788870215416
40.233116032999995,16.465992344543338,29.857820726931095,635.7190755307674
39.41341923200001,17.372449226677418,27.204769555479288,551.2194586992264
41.300470312000016,16.168185513466597,30.33876683935523,379.3894916921854
38.568801709999995,21.414587073028088,34.97594396956265,236.50732691586018
39.403426445,17.636422373354435,33.806960636749864,153.41614459455013
36.049209199,17.377438995987177,21.039987200871106,248.6098095998168
36.153735831999995,23.006533607840538,25.913923405110836,253.09342274814844
38.832535234000005,20.615743540227413,28.353969650808722,268.55286760628223
40.687691299,23.686579279601574,32.26267842017114,228.86766225844622
46.224621669000015,28.2809641584754,28.49857489205897,165.7194965109229
42.14329205500001,26.56148000434041,31.372252279892564,118.83021588623524
40.7342586,23.270158832892776,32.30400711297989,
42.038040761999994,20.960762973874807,29.621617432683706,
43.80568403499999,22.6570299603045,33.765917086973786,
44.507792899999984,22.458202451467514,39.256007535383105,
40.37106277800002,21.726079486310482,34.7279930235818,
49.298099140000005,34.19391147047281,31.8008955642581,
53.03360513,38.81503498181701,30.37206869572401,
45.457303342894996,25.453116606920958,26.23625511303544,
42.880472427000015,22.19049385935068,24.893606927245855,
42.411540708,21.921967074275017,29.32272195909172,
34.180822602000006,19.48352644778788,27.615701775997877,
43.20883969999999,20.635145418345928,26.372665531933308,
48.697744023350005,19.421223163604736,26.43841342581436,
37.81172892299998,19.040196692571044,26.237287372350693,
34.876546118300006,17.85875371657312,27.264421308413148,
33.819051619,18.516315773129463,24.01468573883176,
37.537777632,12.801251113414764,24.676041041966528,
37.27427068,17.061095654964447,30.53752677515149,
37.654593448,17.08111622929573,30.7328479886055,
37.523855142,18.51276269927621,34.200441538123414,
35.35348358977,22.00943150743842,31.31398071348667,
33.384844241500005,23.198015235364437,29.66386290639639,
32.35522038399999,17.159026570618153,26.40932786464691,
36.74075538399999,17.555417384952307,28.633408785797656,
33.96889352299999,16.74249168112874,27.043341524899006,
40.812603695499995,19.918557081371546,27.8140286244452,
35.500152873,21.725186433643103,25.987688050605357,
30.072707389,19.126482335850596,24.91514314711094,
37.86667258999999,16.733499765396118,27.168725022114813,
35.25156050999999,16.69622392952442,28.1960137989372,
33.90010863,19.262904778122902,29.468381496146318,
36.126097228999996,16.456623032689095,27.822329914197326,
33.017548913000006,13.689513251185417,25.93119379505515,
33.179963887999996,21.76690759509802,27.034997563809156,
36.21732177389999,27.653934059664607,27.63060710951686,
34.772662717,27.911286771297455,36.64456127025187,
35.228509257000006,17.896577917039394,26.83091476932168,
36.70402941800002,24.500215113162994,25.930189369246364,
41.19433037300001,19.645274376496673,27.140020759776235,
41.068989861899986,17.532129555940628,28.087054193019867,
36.95008500606,17.650238163769245,26.233717516064644,
36.656311423999995,18.663015075027943,29.607116216793656,
32.881771576999995,19.209014277905226,43.01095564477146,
32.99094765540001,16.448624707758427,39.16345881856978,
35.14642678799999,20.27811985462904,35.43688157573342,
35.48054302800001,25.011554039549083,34.22123531252146,
35.41699286800001,21.762884840369225,27.06167389359325,
39.223184082999985,21.414128974080086,23.236639900133014,
36.8196573,22.36810691282153,25.248064561747015,
40.89405864794001,24.61545368283987,39.04769858531654,
37.019618767999994,23.20673070847988,28.169658424332738,
31.922736053,19.23548111319542,25.950275311246514,
34.86341024800001,17.717741459608078,28.025106098502874,
36.602004468,16.350623451173306,26.491086319088936,
36.29447136800001,15.08609552681446,25.207529548555613,
34.1079395454,16.43630689382553,36.96763810515404,
32.83607938899999,21.413430957123637,52.44517106935382,
40.318417454000006,16.415623031556606,50.82481887564063,
36.075611174100004,18.360311694443226,36.1417280100286,
40.85825010999999,19.290675826370716,30.93784151878208,
37.580632523,14.218938019126654,27.63710236363113,
43.043172332000005,19.180043395608664,23.046391376759857,
48.545862309,27.10277521237731,24.69881860911846,
43.724231071000034,33.54169723391533,38.36850021407008,
38.6607253127,20.212987765669823,19.628195084631443,
29.932873549300012,21.366573706269264,27.762094046920538,
32.316154247,16.324015825986862,27.391789481043816,
34.367370482,17.87525385990739,27.306171093136072,
35.901661125000004,22.618450984358788,27.50405890122056,
34.037106351999995,25.261049285531044,33.50709893554449,
34.955960643000004,24.83134986832738,33.97725547663867,
33.281268835000006,27.524394556879997,39.5784730091691,
36.984344308,20.935927279293537,37.03276332188398,
32.5615301299,20.73221816122532,36.13912714086473,
33.776894184,21.322404427453876,28.19303247332573,
34.993554610000004,16.991977527737617,21.825553838163614,
36.054617453999995,24.94518317654729,19.648650302551687,
33.622752014,24.52635968104005,34.75452493689954,
31.95406071800001,23.213988982141018,18.81552194803953,
33.17666778900001,26.572857186198235,33.671173783019185,
34.570313979,21.449225950986147,31.398529339581728,
34.472045436,18.84226233512163,28.568746423348784,
31.839156596999995,20.705459840595722,25.56472882255912,
35.172152190999995,13.669089958071709,35.80507873930037,
33.73156964300001,18.03242039680481,36.81690888572484,
33.48779779600001,21.18950964510441,42.44672014564276,
