layer1,layer2,layer3,layer4
54.00586867,35.95443757623434,55.090458150953054,168.88266202807426
46.503353430000004,36.99700468406081,36.65473468462005,297.6079384088516
43.05217334729999,33.858969908207655,35.799085929989815,401.16554705798626
43.60629190599999,28.946802217513323,28.4952509496361,416.94592539966106
43.40481154200001,29.484218437224627,26.07561629638076,293.84230633080006
42.98038396969999,24.65590187907219,24.43637108244002,185.00491309165955
44.98146819399997,26.390793953090906,25.348816812038418,105.93590819090605
43.5040108494,26.542263217270374,26.67214416153729,271.89711494743824
39.234996476,35.36053443700075,24.494775792583823,491.38567024469376
43.27107240399999,29.592586318030953,27.452580604702234,607.3383723497391
41.954802498,26.379332419484854,29.16666342318058,624.2752383053303
42.59246593599999,29.675807908177376,30.762694475241005,499.5333578288555
39.019138295000005,24.41723121702671,41.528027476742864,368.9699071198702
42.11516394100002,28.472777700051665,43.766481725499034,206.45331816375256
40.40636824500001,39.37436192855239,37.64466053806245,396.6485363841057
39.541684839,38.58404808212072,19.38264751061797,681.8095840513706
37.37587193819999,31.03426106646657,23.219223950058222,830.9732615798712
39.252585113999984,31.95650629326701,18.436649959534407,830.5838519111276
40.164879921,36.303281623870134,16.93413152359426,700.644409045577
41.97777898299999,31.47581897675991,19.344206986948848,492.2230647727847
44.53464829799999,34.4706624597311,21.409888073801994,294.1400531306863
43.06639088900001,31.34603474289179,20.225838044658303,491.0513193011284
45.14973258500001,28.44410132430494,16.74835091456771,843.8427493721247
48.88975561399998,31.301074158400297,13.682787638157606,992.163599178195
36.871415239,24.216631211340427,13.848402777686713,970.8048412650824
39.176708950000005,24.841851629316807,18.743028469383717,876.5936121307313
39.03072016500001,40.90668702498078,22.22099794074893,599.9969572871923
40.90264482300001,51.26542823575437,24.443808622425422,375.3634674400091
41.011574478,34.608389776200056,42.941919792443514,419.3453586772084
43.292774866,30.06757130101323,24.416992537677288,761.5649755597115
47.235850490000004,21.90361899510026,25.967721508815885,904.5824659690261
43.270104444,17.78759963437915,25.35626062564552,916.0926712453365
42.12967362140001,18.819431856274605,30.856596731115133,799.6401129066944
43.41209875000002,30.527343964204192,34.90362499281764,550.4707849547267
39.630234701999996,26.84614410623908,34.17626394890249,346.8006657734513
41.321283728999994,23.649497389793396,37.18512928951532,306.44236788898706
48.93546440570001,24.506774868816137,35.53669023513794,583.6220065504313
42.53848940599999,22.876702688634396,33.85783841460943,641.525704048574
42.88293413599999,18.47812134027481,26.820602498948574,637.7737380564213
37.097634505,19.762864261865616,26.51804368942976,571.3565232865512
41.14875996999999,18.403161983937025,28.05628008954227,427.0321021601558
40.744641793999996,19.242000008001924,27.99057984724641,255.50120558589697
38.030851182000006,21.91555693000555,39.222554076462984,179.12906470149755
40.59533241299998,19.46587386354804,21.40313396602869,260.2549441456795
41.37866040300001,20.30763617530465,25.845175743103027,243.34613193571568
38.037618900000005,24.248687904328108,28.598401178605855,231.94902423769236
39.61159640699999,30.710563972592354,34.290134627372026,199.38066582381725
41.71162629299998,17.61583537608385,30.467047257348895,159.99815732240677
39.252064738499996,21.605404291301966,32.38805375620723,117.51718959212303
37.19948969300002,24.978546515107155,28.99191677942872,
41.281691813,26.686053201556206,28.27548187971115,
46.968448527,23.757871363312006,35.34162465855479,
45.307842599999994,17.415296282619238,39.40083810687065,
40.273560618,18.24012777209282,31.184368267655373,
53.26208190999999,33.100418634712696,29.87669293466024,
52.62373806499999,42.33042899519205,27.674588829278946,
47.156170950999986,25.354427315294743,35.49994958937168,
38.493485590000006,18.027770929038525,26.88700231909752,
40.647772554999996,20.26571974903345,30.39265095628798,
37.54077841100001,16.59230252355337,29.316809293814003,
36.083068598,18.08582765236497,27.302914021536708,
39.232008527000005,24.17653811722994,28.936873327940702,
38.19304422400001,21.01964244246483,28.285511907655746,
42.33237254,17.636169236153364,27.055225946940478,
34.16099249520001,17.55048794671893,25.15733682923019,
37.23645334700001,14.73634933680296,26.20626656897366,
39.491922263,16.777489881962538,33.010933046229184,
36.332205546000004,18.488308366388083,32.580223557539284,
42.196678552,20.95168772339821,37.68135976232588,
40.850032924,18.96392073482275,31.623113374225795,
43.3174659153,23.58226403221488,34.55727585405111,
36.752024952,16.76116830855608,32.16936566866934,
34.265558072000005,17.500563323497772,32.032102417200804,
38.827887777,20.126665137708187,26.959956694394346,
46.216719891999986,23.372054040431976,27.249131705611944,
43.8011009904,16.88585537672043,25.888762490358204,
41.70194767,26.01352526433766,27.02275627478957,
35.984674932000004,18.15860332734883,29.100193917751312,
40.65162064399999,18.83993954770267,26.160220351070166,
41.73189109600001,18.482566114515066,24.289570844965052,
37.816013242999986,16.284559838473797,26.47376412153244,
33.139493542000004,15.507647663354874,26.047681786119938,
40.913101886,24.257729707285762,30.514465045183897,
42.43745345800001,29.45432961732149,32.768125377595425,
43.671344362,24.497761890292168,31.593703910708427,
40.20491539300001,22.44758977741003,31.535417998209592,
39.605445985,25.775821585208178,30.06872030161321,
41.17032760499999,25.18572509288788,27.122690185904503,
35.480711930100014,18.15695032477379,28.622290387749672,
40.094024238,12.832880601286888,26.11327607743442,
41.703776884999996,11.875702232122421,28.836813506204635,
33.98753250327499,17.236704416573048,40.12851595506072,
45.58043673300001,21.014092452824116,35.98300341889262,
38.865118568,24.6901439987123,32.02849379181862,
32.73502494499999,20.628335297107697,30.458159601315856,
37.12538459499999,24.240810595452785,23.93100443482399,
40.224277382000004,24.10467755794525,26.804736882448196,
39.413617,27.540045108646154,29.092834444716573,
38.401255830000004,24.328182116150856,33.10304936673492,
41.98555356799999,16.976853977888823,25.081129571422935,
38.56409758599999,20.31246166303754,27.322368398308754,
36.893633230999995,17.597539477050304,28.158093638718128,
40.51620856399999,16.375511310994625,23.89950351137668,
37.73024401100001,20.8959127292037,25.215235862880945,
37.183727688999994,19.121649082750082,35.71435941196978,
40.861631272,18.311399549245834,46.7596146594733,
42.412306445,21.726160280406475,49.8369867336005,
36.5950579355,25.43633246049285,34.12287752889097,
