layer1,layer2,layer3,layer4
56.695723106999985,49.182606905698776,51.597804164513946,159.29760618507862
45.300917124,42.03627370670438,37.9388335570693,253.21781659126282
43.586318669,32.80356876179576,41.03798129595816,315.884198397398
39.20666736389999,30.88247874751687,34.091625394299626,336.8431333452463
40.6149508719,31.93142257258296,28.606687985360622,275.44473400712013
45.84036051300001,30.282523684203625,29.049369724467397,226.8277307972312
46.59187681300002,25.92759782075882,32.218667816370726,130.00465605407953
43.077685783000014,35.38016377389431,31.827106131240726,258.42012643814087
47.15383428570001,30.910765022039413,27.429792162962258,427.1254698485136
47.45015066899999,34.87638846039772,30.590502277016636,512.8770494833589
39.40587634499998,29.418531853705645,35.60063160955906,543.4428439438343
43.79425765300001,27.24356333911419,37.96631805785,521.1143044158816
43.640983677,25.7471684217453,45.03009030222893,469.18068531155586
39.96901835500001,29.0711961267516,45.3442287966609,263.81243758648634
41.05009051,28.58903681114316,37.054213996976614,376.6711857393384
48.41184730799999,28.22832729294896,22.208165366202593,587.9410681277514
43.850717764,34.29160797595978,20.469005836173892,739.2283809632063
41.175058600999996,33.01097898557782,17.81153644155711,733.4529048204422
46.33119250100001,42.073531311005354,17.739838590845466,689.0954241752625
44.59115474300002,40.973303247243166,19.358534201979637,531.5070816725492
42.50733361999999,32.761695332825184,22.618794944137335,335.2359241396189
42.883479853999994,29.270445181056857,18.85016649030149,437.2571451216936
41.55408970999999,27.490344734862447,17.683839788660407,686.8541956394911
42.4821774389,31.448331389576197,14.961888181045651,874.8314711749554
45.51691298999999,28.281683534383774,14.315110340714455,858.8169834762812
42.05918582000001,28.934216593392193,18.92068450897932,873.6391422152519
43.93604781900001,45.81218656897545,22.271855168044567,639.6445254981518
47.17548875,53.83998706191778,23.513044491410255,432.4196203611791
41.978388941000006,35.1009824462235,42.38147057592869,386.38005797564983
38.75429728100001,30.575383435934782,21.883778488263488,634.1040554791689
41.44196409499999,22.7975601144135,27.858371164649725,818.5926381647587
41.023167237699994,26.982705030590296,25.550856499001384,834.6956726908684
38.502465223,28.806413240730762,29.78724905848503,811.2235088199377
48.44729159599999,24.232260582968593,30.396542739123106,565.1929711252451
41.10723034940001,24.236427657306194,31.135518312454224,366.5431882664561
44.03795057499999,28.38480281084776,30.620243076235056,267.06930321455
42.000164194,28.58691156283021,27.806676119565964,483.202714368701
43.152806989,22.039807721972466,31.168532710522413,561.0664631277323
50.98131071500001,20.272498413920403,29.13791279681027,588.8353200256824
52.500167211,19.35010726377368,24.190687015652657,585.5760837644339
43.10115094300001,20.005986623466015,26.95486361347139,445.29578556865454
44.750198899000004,21.294705636799335,26.671450093388557,280.34299349039793
47.256264939999994,20.068459406495094,33.01847770437598,148.32101020216942
48.047865802000004,25.252127185463905,22.349340562708676,200.68317625671625
44.843242181,30.249960087239742,31.561124002560973,188.9869175851345
47.303196028999984,23.888511668890715,28.309550177305937,197.70909299701452
43.63939430300001,26.40745511651039,29.381742782890797,199.6016785800457
43.715962723,26.847278658300638,26.91529029607773,182.89351096004248
36.747852202000004,20.189849723130465,33.41550554148853,146.31856055557728
38.80835861949999,19.277578104287386,33.827682714909315,
38.446100038999994,24.11525296792388,24.696520453318954,
40.704586748000004,23.3423558101058,29.02973228134215,
53.863430382,21.86896620132029,37.93038197234273,
49.65397718000001,25.286956802010536,35.300132704898715,
54.814810152000014,32.357974007725716,31.778135120868683,
54.390490842,39.13217205926776,26.90947470627725,
48.713719506,28.893683321774006,30.66592960804701,
41.151274758999996,30.499055791646242,24.53206893056631,
43.850912883000014,23.067868068814278,28.24553401954472,
42.81658975700002,20.64654876664281,25.3090712800622,
36.997891053,19.317308843135834,25.290508499601856,
39.947026390699996,21.112743254750967,28.73808265477419,
49.25668993,20.442007061094046,29.072909850627184,
49.16226650700001,19.471334099769592,26.81103589758277,
38.46004543500001,18.05239613354206,26.470752988010645,
38.300931489999996,13.982383206486702,26.63863352360204,
39.01123165999999,11.786261282861233,34.28607529215515,
40.808512752000006,19.539898104965687,34.811857311055064,
37.5612290439,17.75591930374503,36.48861851543188,
